Area_Name,Date,,Group_Name,Sub_Group_Name,Auto_Theft_Coordinated/Traced,Auto_Theft_Recovered,Auto_Theft_Stolen
Maharashtra,3/3/2005,,AT5-Other Motor vehicles,5. Other Motor vehicles,51,113,261
Manipur,3/4/2005,,AT5-Other Motor vehicles,5. Other Motor vehicles,2,2,3
Meghalaya,3/5/2005,,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,8
Mizoram,3/6/2005,,AT5-Other Motor vehicles,5. Other Motor vehicles,9,9,13
Nagaland,3/7/2005,,AT5-Other Motor vehicles,5. Other Motor vehicles,0,6,51
Odisha,3/8/2005,,AT5-Other Motor vehicles,5. Other Motor vehicles,0,45,148
Puducherry,3/9/2005,,AT5-Other Motor vehicles,5. Other Motor vehicles,1,1,1
Punjab,3/10/2005,,AT5-Other Motor vehicles,5. Other Motor vehicles,26,88,87
Rajasthan,3/11/2005,,AT5-Other Motor vehicles,5. Other Motor vehicles,37,128,169
Tamil Nadu,3/12/2005,,AT5-Other Motor vehicles,5. Other Motor vehicles,54,92,114
Tripura,3/13/2005,,AT5-Other Motor vehicles,5. Other Motor vehicles,0,2,3
Uttar Pradesh,3/14/2005,,AT5-Other Motor vehicles,5. Other Motor vehicles,29,84,320
Uttarakhand,3/15/2005,,AT5-Other Motor vehicles,5. Other Motor vehicles,NULL,4,12
West Bengal,3/16/2005,,AT5-Other Motor vehicles,5. Other Motor vehicles,1,48,308
Andaman & Nicobar Islands,3/17/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,4,4
Andhra Pradesh,3/18/2005,,AT6-Total,6. Total (Sum of 1-5 Above),179,1480,3115
Arunachal Pradesh,3/19/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,27,36
Assam,3/20/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,149,438
Bihar,3/21/2005,,AT6-Total,6. Total (Sum of 1-5 Above),51,250,1136
Chandigarh,3/22/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,200,494
Chhattisgarh,3/23/2005,,AT6-Total,6. Total (Sum of 1-5 Above),26,415,942
Dadra & Nagar Haveli,3/24/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,5,15
Delhi,3/25/2005,,AT6-Total,6. Total (Sum of 1-5 Above),192,2050,7981
Goa,3/26/2005,,AT6-Total,6. Total (Sum of 1-5 Above),11,86,178
Gujarat,3/27/2005,,AT6-Total,6. Total (Sum of 1-5 Above),473,1590,5537
Haryana,3/28/2005,,AT6-Total,6. Total (Sum of 1-5 Above),79,1510,3120
Himachal Pradesh,3/29/2005,,AT6-Total,6. Total (Sum of 1-5 Above),12,98,145
Jammu & Kashmir,3/30/2005,,AT6-Total,6. Total (Sum of 1-5 Above),1,137,633
Jharkhand,3/31/2005,,AT6-Total,6. Total (Sum of 1-5 Above),15,48,239
Karnataka,4/1/2005,,AT6-Total,6. Total (Sum of 1-5 Above),251,1248,3863
Kerala,4/2/2005,,AT6-Total,6. Total (Sum of 1-5 Above),70,513,1795
Madhya Pradesh,4/3/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,1267,4323
Maharashtra,4/4/2005,,AT6-Total,6. Total (Sum of 1-5 Above),1200,2942,8887
Manipur,4/5/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,7,71
Meghalaya,4/6/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,17,57
Mizoram,4/7/2005,,AT6-Total,6. Total (Sum of 1-5 Above),4,18,20
Nagaland,4/8/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,30,119
Odisha,4/9/2005,,AT6-Total,6. Total (Sum of 1-5 Above),22,344,1011
Puducherry,4/10/2005,,AT6-Total,6. Total (Sum of 1-5 Above),137,137,284
Punjab,4/11/2005,,AT6-Total,6. Total (Sum of 1-5 Above),243,491,1270
Rajasthan,4/12/2005,,AT6-Total,6. Total (Sum of 1-5 Above),78,903,4039
Sikkim,4/13/2005,,AT6-Total,6. Total (Sum of 1-5 Above),2,4,6
Tamil Nadu,4/14/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,2758,4260
Tripura,4/15/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,3,10
Uttar Pradesh,4/16/2005,,AT6-Total,6. Total (Sum of 1-5 Above),35,1177,5790
Uttarakhand,4/17/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,95,374
West Bengal,4/18/2005,,AT6-Total,6. Total (Sum of 1-5 Above),16,791,2579
Andaman & Nicobar Islands,4/19/2005,,AT6-Total,6. Total (Sum of 1-5 Above),1,1,2
Andhra Pradesh,4/20/2005,,AT6-Total,6. Total (Sum of 1-5 Above),13,1701,3450
Arunachal Pradesh,4/21/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,21,51
Assam,4/22/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,170,680
Bihar,4/23/2005,,AT6-Total,6. Total (Sum of 1-5 Above),19,268,1148
Chandigarh,4/24/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,230,617
Chhattisgarh,4/25/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,321,1126
Dadra & Nagar Haveli,4/26/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,20,37
Daman & Diu,4/27/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,19,36
Delhi,4/28/2005,,AT6-Total,6. Total (Sum of 1-5 Above),258,1706,7604
Goa,4/29/2005,,AT6-Total,6. Total (Sum of 1-5 Above),1,41,151
Gujarat,4/30/2005,,AT6-Total,6. Total (Sum of 1-5 Above),336,1628,6256
Haryana,5/1/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,1503,3054
Himachal Pradesh,5/2/2005,,AT6-Total,6. Total (Sum of 1-5 Above),12,93,152
Jammu & Kashmir,5/3/2005,,AT6-Total,6. Total (Sum of 1-5 Above),9,229,664
Jharkhand,5/4/2005,,AT6-Total,6. Total (Sum of 1-5 Above),4,114,718
Karnataka,5/5/2005,,AT6-Total,6. Total (Sum of 1-5 Above),267,1312,4281
Kerala,5/6/2005,,AT6-Total,6. Total (Sum of 1-5 Above),59,611,1978
Madhya Pradesh,5/7/2005,,AT6-Total,6. Total (Sum of 1-5 Above),78,1523,4845
Maharashtra,5/8/2005,,AT6-Total,6. Total (Sum of 1-5 Above),271,2860,9130
Manipur,5/9/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,15,119
Meghalaya,5/10/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,12,58
Mizoram,5/11/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,30,31
Nagaland,5/12/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,26,161
Odisha,5/13/2005,,AT6-Total,6. Total (Sum of 1-5 Above),63,358,1028
Puducherry,5/14/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,52,258
Punjab,5/15/2005,,AT6-Total,6. Total (Sum of 1-5 Above),445,644,1345
Rajasthan,5/16/2005,,AT6-Total,6. Total (Sum of 1-5 Above),52,991,4433
Sikkim,5/17/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,5,5
Tamil Nadu,5/18/2005,,AT6-Total,6. Total (Sum of 1-5 Above),48,3205,4677
Tripura,5/19/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,64,73
Uttar Pradesh,5/20/2005,,AT6-Total,6. Total (Sum of 1-5 Above),10,1478,5689
Uttarakhand,5/21/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,98,352
West Bengal,5/22/2005,,AT6-Total,6. Total (Sum of 1-5 Above),130,681,3438
Andaman & Nicobar Islands,5/23/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,2,5
Andhra Pradesh,5/24/2005,,AT6-Total,6. Total (Sum of 1-5 Above),83,1972,4732
Arunachal Pradesh,5/25/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,12,50
Assam,5/26/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,132,756
Bihar,5/27/2005,,AT6-Total,6. Total (Sum of 1-5 Above),23,293,1340
Chandigarh,5/28/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,286,566
Chhattisgarh,5/29/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,390,1131
Dadra & Nagar Haveli,5/30/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,9,15
Daman & Diu,5/31/2005,,AT6-Total,6. Total (Sum of 1-5 Above),5,9,27
Delhi,6/1/2005,,AT6-Total,6. Total (Sum of 1-5 Above),489,1427,7688
Goa,6/2/2005,,AT6-Total,6. Total (Sum of 1-5 Above),2,43,134
Gujarat,6/3/2005,,AT6-Total,6. Total (Sum of 1-5 Above),472,2286,7244
Haryana,6/4/2005,,AT6-Total,6. Total (Sum of 1-5 Above),139,1546,3293
Himachal Pradesh,6/5/2005,,AT6-Total,6. Total (Sum of 1-5 Above),2,110,218
Jammu & Kashmir,6/6/2005,,AT6-Total,6. Total (Sum of 1-5 Above),9,156,576
Jharkhand,6/7/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,98,347
Karnataka,6/8/2005,,AT6-Total,6. Total (Sum of 1-5 Above),98,1329,4333
Kerala,6/9/2005,,AT6-Total,6. Total (Sum of 1-5 Above),1,631,1668
Lakshadweep,6/10/2005,,AT6-Total,6. Total (Sum of 1-5 Above),1,1,1
Madhya Pradesh,6/11/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,1751,5208
Maharashtra,6/12/2005,,AT6-Total,6. Total (Sum of 1-5 Above),826,2752,9271
Manipur,6/13/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,11,124
Meghalaya,6/14/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,17,108
Mizoram,6/15/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,54,56
Nagaland,6/16/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,58,225
Odisha,6/17/2005,,AT6-Total,6. Total (Sum of 1-5 Above),103,347,1076
Puducherry,6/18/2005,,AT6-Total,6. Total (Sum of 1-5 Above),65,65,295
Punjab,6/19/2005,,AT6-Total,6. Total (Sum of 1-5 Above),356,585,1427
Rajasthan,6/20/2005,,AT6-Total,6. Total (Sum of 1-5 Above),62,1061,5267
Sikkim,6/21/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,3,3
Tamil Nadu,6/22/2005,,AT6-Total,6. Total (Sum of 1-5 Above),1213,3212,4581
Tripura,6/23/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,7,53
Uttar Pradesh,6/24/2005,,AT6-Total,6. Total (Sum of 1-5 Above),25,1406,4720
Uttarakhand,6/25/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,122,369
West Bengal,6/26/2005,,AT6-Total,6. Total (Sum of 1-5 Above),148,627,2581
Andaman & Nicobar Islands,6/27/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,9,9
Andhra Pradesh,6/28/2005,,AT6-Total,6. Total (Sum of 1-5 Above),319,2169,4741
Arunachal Pradesh,6/29/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,31,75
Assam,6/30/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,166,894
Bihar,7/1/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,312,2083
Chandigarh,7/2/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,218,674
Chhattisgarh,7/3/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,502,1316
Dadra & Nagar Haveli,7/4/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,14,24
Daman & Diu,7/5/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,5,12
Delhi,7/6/2005,,AT6-Total,6. Total (Sum of 1-5 Above),346,2121,8924
Goa,7/7/2005,,AT6-Total,6. Total (Sum of 1-5 Above),5,44,125
Gujarat,7/8/2005,,AT6-Total,6. Total (Sum of 1-5 Above),528,2151,6936
Haryana,7/9/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,1612,3735
Himachal Pradesh,7/10/2005,,AT6-Total,6. Total (Sum of 1-5 Above),12,96,213
Jammu & Kashmir,7/11/2005,,AT6-Total,6. Total (Sum of 1-5 Above),13,141,573
Jharkhand,7/12/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,114,718
Karnataka,7/13/2005,,AT6-Total,6. Total (Sum of 1-5 Above),124,1485,5733
Kerala,7/14/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,725,1717
Madhya Pradesh,7/15/2005,,AT6-Total,6. Total (Sum of 1-5 Above),192,1841,6246
Maharashtra,7/16/2005,,AT6-Total,6. Total (Sum of 1-5 Above),422,3621,11307
Manipur,7/17/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,5,109
Meghalaya,7/18/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,38,140
Mizoram,7/19/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,0,0
Nagaland,7/20/2005,,AT6-Total,6. Total (Sum of 1-5 Above),12,25,122
Odisha,7/21/2005,,AT6-Total,6. Total (Sum of 1-5 Above),158,374,1404
Puducherry,7/22/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,183,322
Punjab,7/23/2005,,AT6-Total,6. Total (Sum of 1-5 Above),292,490,1188
Rajasthan,7/24/2005,,AT6-Total,6. Total (Sum of 1-5 Above),99,1583,6395
Sikkim,7/25/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,5,6
Tamil Nadu,7/26/2005,,AT6-Total,6. Total (Sum of 1-5 Above),2631,2867,4005
Tripura,7/27/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,18,36
Uttar Pradesh,7/28/2005,,AT6-Total,6. Total (Sum of 1-5 Above),85,1753,8452
Uttarakhand,7/29/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,112,471
West Bengal,7/30/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,534,2668
Andaman & Nicobar Islands,7/31/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,6,6
Andhra Pradesh,8/1/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,2670,5465
Arunachal Pradesh,8/2/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,33,119
Assam,8/3/2005,,AT6-Total,6. Total (Sum of 1-5 Above),15,267,957
Bihar,8/4/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,226,2134
Chandigarh,8/5/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,201,579
Chhattisgarh,8/6/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,642,1619
Dadra & Nagar Haveli,8/7/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,8,22
Daman & Diu,8/8/2005,,AT6-Total,6. Total (Sum of 1-5 Above),4,7,27
Delhi,8/9/2005,,AT6-Total,6. Total (Sum of 1-5 Above),255,2249,8883
Goa,8/10/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,61,195
Gujarat,8/11/2005,,AT6-Total,6. Total (Sum of 1-5 Above),413,1776,7098
Haryana,8/12/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,1851,5276
Himachal Pradesh,8/13/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,94,172
Jammu & Kashmir,8/14/2005,,AT6-Total,6. Total (Sum of 1-5 Above),11,109,504
Jharkhand,8/15/2005,,AT6-Total,6. Total (Sum of 1-5 Above),10,143,773
Karnataka,8/16/2005,,AT6-Total,6. Total (Sum of 1-5 Above),94,1403,5977
Kerala,8/17/2005,,AT6-Total,6. Total (Sum of 1-5 Above),16,562,1946
Madhya Pradesh,8/18/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,2096,6551
Maharashtra,8/19/2005,,AT6-Total,6. Total (Sum of 1-5 Above),439,3032,12213
Manipur,8/20/2005,,AT6-Total,6. Total (Sum of 1-5 Above),7,7,92
Meghalaya,8/21/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,20,119
Mizoram,8/22/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,0,0
Nagaland,8/23/2005,,AT6-Total,6. Total (Sum of 1-5 Above),1,56,248
Odisha,8/24/2005,,AT6-Total,6. Total (Sum of 1-5 Above),110,436,1626
Puducherry,8/25/2005,,AT6-Total,6. Total (Sum of 1-5 Above),143,143,235
Punjab,8/26/2005,,AT6-Total,6. Total (Sum of 1-5 Above),259,523,1190
Rajasthan,8/27/2005,,AT6-Total,6. Total (Sum of 1-5 Above),283,1355,6429
Sikkim,8/28/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,4,5
Tamil Nadu,8/29/2005,,AT6-Total,6. Total (Sum of 1-5 Above),2475,2624,3583
Tripura,8/30/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,10,57
Uttar Pradesh,8/31/2005,,AT6-Total,6. Total (Sum of 1-5 Above),78,1704,7619
Uttarakhand,9/1/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,130,521
West Bengal,9/2/2005,,AT6-Total,6. Total (Sum of 1-5 Above),63,470,2435
Andaman & Nicobar Islands,9/3/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,6,6
Andhra Pradesh,9/4/2005,,AT6-Total,6. Total (Sum of 1-5 Above),102,2201,5470
Arunachal Pradesh,9/5/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,22,74
Assam,9/6/2005,,AT6-Total,6. Total (Sum of 1-5 Above),26,453,1405
Bihar,9/7/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,312,2023
Chandigarh,9/8/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,175,529
Chhattisgarh,9/9/2005,,AT6-Total,6. Total (Sum of 1-5 Above),89,734,2143
Dadra & Nagar Haveli,9/10/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,8,15
Daman & Diu,9/11/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,7,33
Delhi,9/12/2005,,AT6-Total,6. Total (Sum of 1-5 Above),212,2060,9402
Goa,9/13/2005,,AT6-Total,6. Total (Sum of 1-5 Above),10,70,228
Gujarat,9/14/2005,,AT6-Total,6. Total (Sum of 1-5 Above),492,1647,7191
Haryana,9/15/2005,,AT6-Total,6. Total (Sum of 1-5 Above),4,2258,6588
Himachal Pradesh,9/16/2005,,AT6-Total,6. Total (Sum of 1-5 Above),87,108,216
Jammu & Kashmir,9/17/2005,,AT6-Total,6. Total (Sum of 1-5 Above),16,179,559
Jharkhand,9/18/2005,,AT6-Total,6. Total (Sum of 1-5 Above),5,262,1229
Karnataka,9/19/2005,,AT6-Total,6. Total (Sum of 1-5 Above),96,1403,6006
Kerala,9/20/2005,,AT6-Total,6. Total (Sum of 1-5 Above),21,545,2019
Lakshadweep,9/21/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,1,2
Madhya Pradesh,9/22/2005,,AT6-Total,6. Total (Sum of 1-5 Above),171,2177,7651
Maharashtra,9/23/2005,,AT6-Total,6. Total (Sum of 1-5 Above),1219,3757,12814
Manipur,9/24/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,8,119
Meghalaya,9/25/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,20,135
Mizoram,9/26/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,49,68
Nagaland,9/27/2005,,AT6-Total,6. Total (Sum of 1-5 Above),18,75,155
Odisha,9/28/2005,,AT6-Total,6. Total (Sum of 1-5 Above),189,556,1571
Puducherry,9/29/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,122,320
Punjab,9/30/2005,,AT6-Total,6. Total (Sum of 1-5 Above),506,591,1545
Rajasthan,10/1/2005,,AT6-Total,6. Total (Sum of 1-5 Above),370,1360,6977
Sikkim,10/2/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,8,8
Tamil Nadu,10/3/2005,,AT6-Total,6. Total (Sum of 1-5 Above),2356,2605,3009
Tripura,10/4/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,7,28
Uttar Pradesh,10/5/2005,,AT6-Total,6. Total (Sum of 1-5 Above),35,2129,8349
Uttarakhand,10/6/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,131,499
West Bengal,10/7/2005,,AT6-Total,6. Total (Sum of 1-5 Above),36,428,2714
Andaman & Nicobar Islands,10/8/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,7,8
Andhra Pradesh,10/9/2005,,AT6-Total,6. Total (Sum of 1-5 Above),92,2847,6309
Arunachal Pradesh,10/10/2005,,AT6-Total,6. Total (Sum of 1-5 Above),10,63,116
Assam,10/11/2005,,AT6-Total,6. Total (Sum of 1-5 Above),42,597,1801
Bihar,10/12/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,323,2393
Chandigarh,10/13/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,222,853
Chhattisgarh,10/14/2005,,AT6-Total,6. Total (Sum of 1-5 Above),5,716,1933
Dadra & Nagar Haveli,10/15/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,4,19
Daman & Diu,10/16/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,7,28
Delhi,10/17/2005,,AT6-Total,6. Total (Sum of 1-5 Above),87,1782,8874
Goa,10/18/2005,,AT6-Total,6. Total (Sum of 1-5 Above),5,65,220
Gujarat,10/19/2005,,AT6-Total,6. Total (Sum of 1-5 Above),599,1891,8019
Haryana,10/20/2005,,AT6-Total,6. Total (Sum of 1-5 Above),172,2224,6736
Himachal Pradesh,10/21/2005,,AT6-Total,6. Total (Sum of 1-5 Above),20,104,265
Jammu & Kashmir,10/22/2005,,AT6-Total,6. Total (Sum of 1-5 Above),2,165,514
Jharkhand,10/23/2005,,AT6-Total,6. Total (Sum of 1-5 Above),3,269,1738
Karnataka,10/24/2005,,AT6-Total,6. Total (Sum of 1-5 Above),130,1958,6073
Kerala,10/25/2005,,AT6-Total,6. Total (Sum of 1-5 Above),20,643,2110
Lakshadweep,10/26/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,2,2
Madhya Pradesh,10/27/2005,,AT6-Total,6. Total (Sum of 1-5 Above),458,2297,8822
Maharashtra,10/28/2005,,AT6-Total,6. Total (Sum of 1-5 Above),1302,3595,13910
Manipur,10/29/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,9,157
Meghalaya,10/30/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,9,93
Mizoram,10/31/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,41,70
Nagaland,11/1/2005,,AT6-Total,6. Total (Sum of 1-5 Above),18,35,233
Odisha,11/2/2005,,AT6-Total,6. Total (Sum of 1-5 Above),37,458,1733
Puducherry,11/3/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,186,498
Punjab,11/4/2005,,AT6-Total,6. Total (Sum of 1-5 Above),687,723,2062
Rajasthan,11/5/2005,,AT6-Total,6. Total (Sum of 1-5 Above),143,1593,7933
Sikkim,11/6/2005,,AT6-Total,6. Total (Sum of 1-5 Above),3,10,11
Tamil Nadu,11/7/2005,,AT6-Total,6. Total (Sum of 1-5 Above),2083,2504,2888
Tripura,11/8/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,15,55
Uttar Pradesh,11/9/2005,,AT6-Total,6. Total (Sum of 1-5 Above),66,2178,9485
Uttarakhand,11/10/2005,,AT6-Total,6. Total (Sum of 1-5 Above),138,138,545
West Bengal,11/11/2005,,AT6-Total,6. Total (Sum of 1-5 Above),59,446,2424
Andaman & Nicobar Islands,11/12/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,7,11
Andhra Pradesh,11/13/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,3811,7848
Arunachal Pradesh,11/14/2005,,AT6-Total,6. Total (Sum of 1-5 Above),7,37,60
Assam,11/15/2005,,AT6-Total,6. Total (Sum of 1-5 Above),67,298,1878
Bihar,11/16/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,391,2675
Chandigarh,11/17/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,244,1094
Chhattisgarh,11/18/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,605,2118
Dadra & Nagar Haveli,11/19/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,4,19
Daman & Diu,11/20/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,14,33
Delhi,11/21/2005,,AT6-Total,6. Total (Sum of 1-5 Above),173,1340,11027
Goa,11/22/2005,,AT6-Total,6. Total (Sum of 1-5 Above),5,77,253
Gujarat,11/23/2005,,AT6-Total,6. Total (Sum of 1-5 Above),733,2228,9943
Haryana,11/24/2005,,AT6-Total,6. Total (Sum of 1-5 Above),399,2301,7893
Himachal Pradesh,11/25/2005,,AT6-Total,6. Total (Sum of 1-5 Above),45,105,329
Jammu & Kashmir,11/26/2005,,AT6-Total,6. Total (Sum of 1-5 Above),4,143,672
Jharkhand,11/27/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,334,2471
Karnataka,11/28/2005,,AT6-Total,6. Total (Sum of 1-5 Above),357,2156,9202
Kerala,11/29/2005,,AT6-Total,6. Total (Sum of 1-5 Above),61,609,2001
Lakshadweep,11/30/2005,,AT6-Total,6. Total (Sum of 1-5 Above),1,1,1
Madhya Pradesh,12/1/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,2327,11029
Maharashtra,12/2/2005,,AT6-Total,6. Total (Sum of 1-5 Above),875,3334,16909
Manipur,12/3/2005,,AT6-Total,6. Total (Sum of 1-5 Above),12,9,297
Meghalaya,12/4/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,27,132
Mizoram,12/5/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,34,43
Nagaland,12/6/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,17,251
Odisha,12/7/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,649,1975
Puducherry,12/8/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,156,443
Punjab,12/9/2005,,AT6-Total,6. Total (Sum of 1-5 Above),592,752,2160
Rajasthan,12/10/2005,,AT6-Total,6. Total (Sum of 1-5 Above),326,1618,9496
Sikkim,12/11/2005,,AT6-Total,6. Total (Sum of 1-5 Above),1,9,9
Tamil Nadu,12/12/2005,,AT6-Total,6. Total (Sum of 1-5 Above),2236,2911,3747
Tripura,12/13/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,25,65
Uttar Pradesh,12/14/2005,,AT6-Total,6. Total (Sum of 1-5 Above),309,2191,10371
Uttarakhand,12/15/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,156,645
West Bengal,12/16/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,464,2567
Andaman & Nicobar Islands,12/17/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,9,10
Andhra Pradesh,12/18/2005,,AT6-Total,6. Total (Sum of 1-5 Above),713,4277,8257
Arunachal Pradesh,12/19/2005,,AT6-Total,6. Total (Sum of 1-5 Above),9,34,109
Assam,12/20/2005,,AT6-Total,6. Total (Sum of 1-5 Above),55,327,1709
Bihar,12/21/2005,,AT6-Total,6. Total (Sum of 1-5 Above),145,414,3674
Chandigarh,12/22/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,275,1117
Chhattisgarh,12/23/2005,,AT6-Total,6. Total (Sum of 1-5 Above),0,689,2188
Dadra & Nagar Haveli,12/24/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,5,23
Daman & Diu,12/25/2005,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,5,31
