Area_Name,Date,,Group_Name,Sub_Group_Name,Auto_Theft_Coordinated/Traced,Auto_Theft_Recovered,Auto_Theft_Stolen
Goa,5/12/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,9,31
Gujarat,5/13/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,34,158,629
Haryana,5/14/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,391,1142
Himachal Pradesh,5/15/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,40,67
Jammu & Kashmir,5/16/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,33,164
Jharkhand,5/17/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,27,251
Karnataka,5/18/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,8,211,606
Kerala,5/19/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,112,482
Madhya Pradesh,5/20/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,225,554
Maharashtra,5/21/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,63,378,2129
Manipur,5/22/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,0,2
Meghalaya,5/23/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,14,90
Mizoram,5/24/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,0,0
Nagaland,5/25/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,15,71
Odisha,5/26/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,19,51
Puducherry,5/27/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,3,9
Punjab,5/28/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,88,147,357
Rajasthan,5/29/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,18,247,809
Sikkim,5/30/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,3,4
Tamil Nadu,5/31/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,54,60,93
Tripura,6/1/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,NULL,1
Uttar Pradesh,6/2/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,12,306,1477
Uttarakhand,6/3/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,20,102
West Bengal,6/4/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,34,56,176
Andhra Pradesh,6/5/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,19,175,434
Arunachal Pradesh,6/6/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,0,0
Assam,6/7/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7,117,409
Bihar,6/8/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,21,49
Chandigarh,6/9/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,50,158
Chhattisgarh,6/10/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,39,76
Dadra & Nagar Haveli,6/11/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,3
Daman & Diu,6/12/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,4,14
Delhi,6/13/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,88,620,4066
Goa,6/14/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,11,43
Gujarat,6/15/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,34,118,467
Haryana,6/16/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,443,1438
Himachal Pradesh,6/17/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,41,48,99
Jammu & Kashmir,6/18/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,5,18,67
Jharkhand,6/19/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,10,65
Karnataka,6/20/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11,126,503
Kerala,6/21/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,107,519
Madhya Pradesh,6/22/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13,145,384
Maharashtra,6/23/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,312,541,2252
Manipur,6/24/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,0,9
Meghalaya,6/25/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,6,66
Mizoram,6/26/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,14,24
Nagaland,6/27/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13,16,43
Odisha,6/28/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,15,35,96
Puducherry,6/29/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,5
Punjab,6/30/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,145,142,518
Rajasthan,7/1/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,39,225,1035
Sikkim,7/2/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,5,5
Tamil Nadu,7/3/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,87,93,131
Tripura,7/4/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,3,12
Uttar Pradesh,7/5/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6,390,1458
Uttarakhand,7/6/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,29,101
West Bengal,7/7/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,14,92,298
Andhra Pradesh,7/8/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,149,298
Arunachal Pradesh,7/9/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,4,12
Assam,7/10/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11,101,264
Bihar,7/11/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,22,61
Chandigarh,7/12/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,96,357
Chhattisgarh,7/13/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,40,99
Dadra & Nagar Haveli,7/14/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,NULL,1
Daman & Diu,7/15/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,2,5
Delhi,7/16/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,49,536,3613
Goa,7/17/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,9,32
Gujarat,7/18/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,64,156,508
Haryana,7/19/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,42,411,1237
Himachal Pradesh,7/20/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,10,37,86
Jammu & Kashmir,7/21/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,35,130
Jharkhand,7/22/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,77,365
Karnataka,7/23/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11,132,546
Kerala,7/24/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6,148,606
Madhya Pradesh,7/25/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,25,177,469
Maharashtra,7/26/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,217,467,2219
Manipur,7/27/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,12
Meghalaya,7/28/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,3,15
Mizoram,7/29/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,10,15
Nagaland,7/30/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,18,9,56
Odisha,7/31/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,50,99
Puducherry,8/1/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,7,11
Punjab,8/2/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,157,173,577
Rajasthan,8/3/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,31,315,1130
Sikkim,8/4/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,5,6
Tamil Nadu,8/5/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,70,74,100
Tripura,8/6/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,NULL,2
Uttar Pradesh,8/7/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,348,1458
Uttarakhand,8/8/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,28,28,119
West Bengal,8/9/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,9,66,328
Andhra Pradesh,8/10/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,165,300
Arunachal Pradesh,8/11/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,10,17
Assam,8/12/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7,86,508
Bihar,8/13/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,31,134
Chandigarh,8/14/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,108,426
Chhattisgarh,8/15/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,145,405
Dadra & Nagar Haveli,8/16/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,NULL,1
Daman & Diu,8/17/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,3,8
Delhi,8/18/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,486,4388
Goa,8/19/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,6,20
Gujarat,8/20/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,55,103,593
Haryana,8/21/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,53,434,1534
Himachal Pradesh,8/22/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,18,39,119
Jammu & Kashmir,8/23/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,30,163
Jharkhand,8/24/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,42,277
Karnataka,8/25/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,34,234,813
Kerala,8/26/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13,92,452
Madhya Pradesh,8/27/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,157,454
Maharashtra,8/28/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,86,256,2459
Manipur,8/29/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,4,59
Meghalaya,8/30/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,13,53
Mizoram,8/31/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,12,15
Nagaland,9/1/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,7,89
Odisha,9/2/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,30,125
Puducherry,9/3/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,2,13
Punjab,9/4/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,110,208,641
Rajasthan,9/5/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,66,232,1223
Sikkim,9/6/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,6,6
Tamil Nadu,9/7/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,121,135,200
Tripura,9/8/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,2,3
Uttar Pradesh,9/9/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,58,334,1546
Uttarakhand,9/10/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,26,124
West Bengal,9/11/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,76,272
Andaman & Nicobar Islands,9/12/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,1,1
Andhra Pradesh,9/13/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,49,253,436
Arunachal Pradesh,9/14/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,4,26
Assam,9/15/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,5,97,443
Bihar,9/16/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,14,41,262
Chandigarh,9/17/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,75,466
Chhattisgarh,9/18/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,76,236
Dadra & Nagar Haveli,9/19/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,3,10
Daman & Diu,9/20/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,NULL,4
Delhi,9/21/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,289,580,4757
Goa,9/22/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,4,19
Gujarat,9/23/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,49,155,763
Haryana,9/24/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,40,433,1587
Himachal Pradesh,9/25/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,62,166
Jammu & Kashmir,9/26/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,122,433
Jharkhand,9/27/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,74,295
Karnataka,9/28/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,58,252,959
Kerala,9/29/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,109,307
Lakshadweep,9/30/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,4,4
Madhya Pradesh,10/1/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,234,675
Maharashtra,10/2/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,251,509,2523
Manipur,10/3/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,1,51
Meghalaya,10/4/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,12,59
Mizoram,10/5/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6,6,8
Nagaland,10/6/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,21,103
Odisha,10/7/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7,74,358
Puducherry,10/8/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,3,9
Punjab,10/9/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,41,248,870
Rajasthan,10/10/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,158,321,1654
Sikkim,10/11/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,4,7
Tamil Nadu,10/12/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,104,140,194
Tripura,10/13/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,4
Uttar Pradesh,10/14/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,41,320,2718
Uttarakhand,10/15/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,26,106
West Bengal,10/16/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,64,86,401
Andhra Pradesh,10/17/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,203,530,602
Arunachal Pradesh,10/18/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,2,5
Assam,10/19/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7,32,103
Bihar,10/20/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,45,360
Chandigarh,10/21/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,75,355
Chhattisgarh,10/22/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,52,152
Dadra & Nagar Haveli,10/23/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,1,6
Daman & Diu,10/24/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,2
Delhi,10/25/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,24,594,5281
Goa,10/26/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,9,20
Gujarat,10/27/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,58,170,843
Haryana,10/28/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,61,499,1918
Himachal Pradesh,10/29/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,61,161
Jammu & Kashmir,10/30/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,5,93,334
Jharkhand,10/31/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,54,368
Karnataka,11/1/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,45,442,1087
Kerala,11/2/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,56,180
Madhya Pradesh,11/3/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,46,299,780
Maharashtra,11/4/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,238,571,2612
Manipur,11/5/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,4,47
Meghalaya,11/6/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,19,43
Mizoram,11/7/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13,13,18
Nagaland,11/8/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,12,81
Odisha,11/9/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,82,181
Puducherry,11/10/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,4,12
Punjab,11/11/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,92,315,943
Rajasthan,11/12/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,189,256,1491
Sikkim,11/13/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,2,2
Tamil Nadu,11/14/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,119,185,265
Tripura,11/15/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,2,2
Uttar Pradesh,11/16/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,65,374,3046
Uttarakhand,11/17/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,NULL,26,96
West Bengal,11/18/2002,,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,89,401
Andhra Pradesh,11/19/2002,,AT3-Buses,3. Buses,0,3,5
Arunachal Pradesh,11/20/2002,,AT3-Buses,3. Buses,0,0,0
Assam,11/21/2002,,AT3-Buses,3. Buses,0,0,0
Bihar,11/22/2002,,AT3-Buses,3. Buses,0,0,0
Chandigarh,11/23/2002,,AT3-Buses,3. Buses,0,0,0
Chhattisgarh,11/24/2002,,AT3-Buses,3. Buses,0,0,0
Delhi,11/25/2002,,AT3-Buses,3. Buses,NULL,14,37
Gujarat,11/26/2002,,AT3-Buses,3. Buses,1,3,3
Haryana,11/27/2002,,AT3-Buses,3. Buses,0,7,12
Himachal Pradesh,11/28/2002,,AT3-Buses,3. Buses,0,1,1
Jammu & Kashmir,11/29/2002,,AT3-Buses,3. Buses,0,1,4
Jharkhand,11/30/2002,,AT3-Buses,3. Buses,1,1,2
Karnataka,12/1/2002,,AT3-Buses,3. Buses,1,4,5
Kerala,12/2/2002,,AT3-Buses,3. Buses,NULL,25,42
Madhya Pradesh,12/3/2002,,AT3-Buses,3. Buses,NULL,NULL,4
Maharashtra,12/4/2002,,AT3-Buses,3. Buses,3,7,11
Meghalaya,12/5/2002,,AT3-Buses,3. Buses,0,1,1
Mizoram,12/6/2002,,AT3-Buses,3. Buses,0,0,0
Nagaland,12/7/2002,,AT3-Buses,3. Buses,0,0,0
Odisha,12/8/2002,,AT3-Buses,3. Buses,0,0,0
Punjab,12/9/2002,,AT3-Buses,3. Buses,1,7,23
Rajasthan,12/10/2002,,AT3-Buses,3. Buses,NULL,32,41
Tamil Nadu,12/11/2002,,AT3-Buses,3. Buses,0,7,8
Uttar Pradesh,12/12/2002,,AT3-Buses,3. Buses,NULL,6,17
Uttarakhand,12/13/2002,,AT3-Buses,3. Buses,NULL,1,1
West Bengal,12/14/2002,,AT3-Buses,3. Buses,0,0,1
Andhra Pradesh,12/15/2002,,AT3-Buses,3. Buses,0,5,5
Assam,12/16/2002,,AT3-Buses,3. Buses,0,0,0
Bihar,12/17/2002,,AT3-Buses,3. Buses,0,0,0
Chhattisgarh,12/18/2002,,AT3-Buses,3. Buses,0,0,0
Daman & Diu,12/19/2002,,AT3-Buses,3. Buses,0,0,0
Delhi,12/20/2002,,AT3-Buses,3. Buses,4,10,27
Goa,12/21/2002,,AT3-Buses,3. Buses,NULL,1,1
Gujarat,12/22/2002,,AT3-Buses,3. Buses,1,4,36
Haryana,12/23/2002,,AT3-Buses,3. Buses,0,11,16
Himachal Pradesh,12/24/2002,,AT3-Buses,3. Buses,0,0,0
Jammu & Kashmir,12/25/2002,,AT3-Buses,3. Buses,0,5,5
Karnataka,12/26/2002,,AT3-Buses,3. Buses,0,1,1
Kerala,12/27/2002,,AT3-Buses,3. Buses,2,10,19
Madhya Pradesh,12/28/2002,,AT3-Buses,3. Buses,0,9,15
Maharashtra,12/29/2002,,AT3-Buses,3. Buses,1,6,13
Meghalaya,12/30/2002,,AT3-Buses,3. Buses,0,0,0
Nagaland,12/31/2002,,AT3-Buses,3. Buses,0,0,0
Odisha,1/1/2003,,AT3-Buses,3. Buses,0,0,0
Punjab,1/2/2003,,AT3-Buses,3. Buses,1,5,5
Rajasthan,1/3/2003,,AT3-Buses,3. Buses,NULL,22,29
Tamil Nadu,1/4/2003,,AT3-Buses,3. Buses,0,1,2
Uttar Pradesh,1/5/2003,,AT3-Buses,3. Buses,1,19,25
West Bengal,1/6/2003,,AT3-Buses,3. Buses,0,0,8
Andhra Pradesh,1/7/2003,,AT3-Buses,3. Buses,0,4,6
Arunachal Pradesh,1/8/2003,,AT3-Buses,3. Buses,0,0,0
Assam,1/9/2003,,AT3-Buses,3. Buses,0,0,0
Bihar,1/10/2003,,AT3-Buses,3. Buses,0,0,0
Chandigarh,1/11/2003,,AT3-Buses,3. Buses,0,0,0
Chhattisgarh,1/12/2003,,AT3-Buses,3. Buses,0,0,0
Daman & Diu,1/13/2003,,AT3-Buses,3. Buses,0,0,0
Delhi,1/14/2003,,AT3-Buses,3. Buses,1,5,18
Gujarat,1/15/2003,,AT3-Buses,3. Buses,2,4,36
Haryana,1/16/2003,,AT3-Buses,3. Buses,2,20,32
Himachal Pradesh,1/17/2003,,AT3-Buses,3. Buses,0,0,0
Jammu & Kashmir,1/18/2003,,AT3-Buses,3. Buses,0,0,0
Jharkhand,1/19/2003,,AT3-Buses,3. Buses,0,0,0
Karnataka,1/20/2003,,AT3-Buses,3. Buses,0,2,4
Kerala,1/21/2003,,AT3-Buses,3. Buses,NULL,2,4
Maharashtra,1/22/2003,,AT3-Buses,3. Buses,1,5,15
Meghalaya,1/23/2003,,AT3-Buses,3. Buses,0,0,0
Nagaland,1/24/2003,,AT3-Buses,3. Buses,0,0,0
Odisha,1/25/2003,,AT3-Buses,3. Buses,0,0,0
Punjab,1/26/2003,,AT3-Buses,3. Buses,1,9,17
Rajasthan,1/27/2003,,AT3-Buses,3. Buses,0,24,38
Tamil Nadu,1/28/2003,,AT3-Buses,3. Buses,0,2,2
